CD_SETOR,AREA_KM2,NM_MUN,geometry,area,censitario,trabalhados,nao_trabalhados,im_aegypti,im_albopictus,focal,perifocal,nebulizacao,mecanico,alternativo,tratamento_imoveis,nao_trabalhados_ratio,incidencia_aedes
354980505000031,0.146991,São José do Rio Preto,"POLYGON ((-49.391609756 -20.812716603, -49.390894341 -20.813358673, -49.3904413659999 -20.813780305, -49.3903328549999 -20.81387849, -49.3910991549999 -20.8145093379999, -49.39112577 -20.814531248, -49.391827232 -20.8150949139999, -49.392132104 -20.8153083239999, -49.392622269 -20.81565144, -49.392739357 -20.815530536, -49.392971863 -20.815278984, -49.393653797 -20.814662799, -49.393787808 -20.8144536359999, -49.394164808 -20.8138652169999, -49.394623528 -20.813072075, -49.3951297849999 -20.8122878149999, -49.395602767 -20.811512437, -49.395502081 -20.811409764, -49.3958820399999 -20.810882579, -49.395584941 -20.810675959, -49.3950430319999 -20.8108981309999, -49.3949004249999 -20.8109292359999, -49.394484233 -20.810963971, -49.394095294 -20.810996432, -49.393805603 -20.8110377469999, -49.393349251 -20.8110826499999, -49.3929407589999 -20.811459116, -49.392277038 -20.81208286, -49.391609756 -20.812716603))",8,354980505000031,81.0,44.0,0.0,0,0,0,0,2,1,0.648,0.352,0.0
354980505000032,0.159352,São José do Rio Preto,"POLYGON ((-49.390218144 -20.8114402319999, -49.390897906 -20.8120534249999, -49.391609756 -20.812716603, -49.392277038 -20.81208286, -49.3929407589999 -20.811459116, -49.393349251 -20.8110826499999, -49.393805603 -20.8110377469999, -49.394095294 -20.810996432, -49.394484233 -20.810963971, -49.3949004249999 -20.8109292359999, -49.3950430319999 -20.8108981309999, -49.395584941 -20.810675959, -49.3957085339999 -20.810555985, -49.3958947639999 -20.81033474, -49.396219378 -20.80994909, -49.396414256 -20.80971757, -49.39669728 -20.80937402, -49.397150446 -20.8088536349999, -49.397171734 -20.8087228279999, -49.396835929 -20.8086297149999, -49.3961446759999 -20.808506424, -49.395685269 -20.8084025119999, -49.3955631929999 -20.8083748999999, -49.395034714 -20.808255365, -49.394698397 -20.808189823, -49.393746622 -20.8080074229999, -49.393564667 -20.808787477, -49.3934315669999 -20.80938735, -49.392495111 -20.809236271, -49.391563408 -20.8101405209999, -49.390916921 -20.810773715, -49.390218144 -20.8114402319999))",8,354980505000032,54.0,26.0,0.0,0,0,0,0,15,5,0.675,0.325,0.0
354980505000033,0.100849,São José do Rio Preto,"POLYGON ((-49.388900212 -20.8101882889999, -49.389540758 -20.810802597, -49.390218144 -20.8114402319999, -49.390916921 -20.810773715, -49.391563408 -20.8101405209999, -49.392495111 -20.809236271, -49.3934315669999 -20.80938735, -49.393564667 -20.808787477, -49.393746622 -20.8080074229999, -49.393370959 -20.807935431, -49.3928030079999 -20.807819669, -49.3927387319999 -20.8078065679999, -49.391726218 -20.807597721, -49.3911272669999 -20.8074110919999, -49.390926887 -20.8082348479999, -49.390268056 -20.808889678, -49.3895847279999 -20.809526209, -49.388900212 -20.8101882889999))",8,354980505000033,27.0,7.0,0.0,0,0,0,0,2,1,0.7941176470588235,0.20588235294117646,0.0
354980505000034,0.106487,São José do Rio Preto,"POLYGON ((-49.389541946 -20.80567143, -49.388859807 -20.806300199, -49.388682736 -20.806479053, -49.389187804 -20.8066245809999, -49.389701191 -20.8068200979999, -49.390644778 -20.8072089099999, -49.3911272669999 -20.8074110919999, -49.391726218 -20.807597721, -49.3927387319999 -20.8078065679999, -49.3932949009999 -20.807300003, -49.393665681 -20.806948962, -49.394331183 -20.8063090859999, -49.39366625 -20.8056617459999, -49.392997424 -20.8062985619999, -49.3926389069999 -20.8059758169999, -49.392280011 -20.805662543, -49.391602625 -20.805024884, -49.390919208 -20.8043748969999, -49.390216955 -20.805009331, -49.389541946 -20.80567143))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000036,0.072055,São José do Rio Preto,"POLYGON ((-49.387459876 -20.802423119, -49.388163844 -20.8030610819999, -49.3874812669999 -20.8037362269999, -49.388153899 -20.804378336, -49.388869314 -20.8050293279999, -49.389541946 -20.80567143, -49.390216955 -20.805009331, -49.390919208 -20.8043748969999, -49.3902383459999 -20.80372734, -49.389527685 -20.8030763419999, -49.388859807 -20.8024208969999, -49.3881634059999 -20.8017787809999, -49.387459876 -20.802423119))",8,354980505000036,2.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0
354980505000040,0.28464,São José do Rio Preto,"POLYGON ((-49.367610762 -20.8090474329999, -49.367595348 -20.809088629, -49.367578212 -20.8091344269999, -49.367517893 -20.80929564, -49.367517893 -20.809428786, -49.367574206 -20.809555739, -49.367620581 -20.8096579209999, -49.367637143 -20.8097322359999, -49.3676736309999 -20.809938313, -49.367737457 -20.810284388, -49.367825254 -20.810965653, -49.367842125 -20.8111234049999, -49.367840728 -20.811179852, -49.3678370549999 -20.8113066, -49.367823976 -20.8114047349999, -49.367816752 -20.8114589369999, -49.3677978599999 -20.8116068599999, -49.367777216 -20.8117058129999, -49.367672646 -20.812207052, -49.367474616 -20.813124285, -49.367541166 -20.8131331709999, -49.36824945 -20.813204265, -49.3692096739999 -20.8133064629999, -49.370171149 -20.813374283, -49.3711443839999 -20.813461982, -49.372104608 -20.813537519, -49.372859239 -20.813594172, -49.3732019989999 -20.813280564, -49.3737338989999 -20.812776589, -49.3743994009999 -20.8121545119999, -49.375413103 -20.8111714029999, -49.375505279 -20.8110872899999, -49.375303507 -20.810719814, -49.37508137 -20.810225955, -49.3747400939999 -20.809504966, -49.374678304 -20.8093543849999, -49.374655107 -20.809184919, -49.374693007 -20.809032343, -49.374799195 -20.808845388, -49.374750021 -20.8088503449999, -49.37421705 -20.8089076159999, -49.3741864799999 -20.808952092, -49.374148895 -20.809059775, -49.3735986519999 -20.8095773549999, -49.373008388 -20.8101126829999, -49.3728723689999 -20.810180805, -49.372824292 -20.8102561059999, -49.3727571439999 -20.8103487229999, -49.372631639 -20.810424321, -49.3724682659999 -20.8104885889999, -49.3723061169999 -20.810513124, -49.372104651 -20.810524471, -49.371901383 -20.810533762, -49.371695442 -20.810513659, -49.371426147 -20.810481728, -49.371219474 -20.8104207759999, -49.3709242589999 -20.810268306, -49.370607998 -20.8100464679999, -49.3704593959999 -20.809900404, -49.3701261209999 -20.809586795, -49.37005299 -20.8094977719999, -49.369915406 -20.809432479, -49.369752814 -20.80934916, -49.369662389 -20.809321231, -49.369563534 -20.809325803, -49.369475338 -20.8093322079999, -49.3693596109999 -20.809383754, -49.369120618 -20.809528631, -49.368780761 -20.8097265399999, -49.368608798 -20.809787752, -49.368490465 -20.8098288479999, -49.3683887299999 -20.8098402909999, -49.368312601 -20.8098439839999, -49.368051394 -20.809801739, -49.367910051 -20.809743065, -49.3677616859999 -20.8095873939999, -49.36767945 -20.8094315439999, -49.3676659239999 -20.8093360089999, -49.3676938959999 -20.80923289, -49.367691436 -20.8091376899999, -49.367647119 -20.8090644079999, -49.367610762 -20.8090474329999))",11,354980505000040,1.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0
354980505000041,0.104901,São José do Rio Preto,"POLYGON ((-49.369996956 -20.8152027799999, -49.36991677 -20.816100913, -49.3698594759999 -20.816696314, -49.370045117 -20.8167133869999, -49.370772415 -20.8168022529999, -49.37179108 -20.816925489, -49.371892131 -20.816941613, -49.372056366 -20.8169210569999, -49.372669972 -20.816349391, -49.372769897 -20.8162570969999, -49.372771639 -20.8159593149999, -49.3728850859999 -20.815434378, -49.37266648 -20.8154193629999, -49.3727808049999 -20.8145028389999, -49.372859239 -20.813594172, -49.372104608 -20.813537519, -49.3711443839999 -20.813461982, -49.370171149 -20.813374283, -49.370084272 -20.814290258, -49.369996956 -20.8152027799999))",11,354980505000041,2.0,4.0,0.0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0
354980505000043,0.127814,São José do Rio Preto,"POLYGON ((-49.371892131 -20.816941613, -49.3720496019999 -20.817062247, -49.3725329229999 -20.817495472, -49.372578575 -20.817517919, -49.372616098 -20.8175529929999, -49.372631107 -20.8175810509999, -49.372637111 -20.817621737, -49.372631107 -20.817659616, -49.3727511819999 -20.8176932869999, -49.373365496 -20.818264084, -49.3740761569999 -20.8189239029999, -49.37475592 -20.8182751919999, -49.3754616649999 -20.81891612, -49.375768433 -20.819170502, -49.375894403 -20.818870585, -49.3761652699999 -20.8182579639999, -49.37646008 -20.817288791, -49.376134459 -20.816964432, -49.37545232 -20.816344595, -49.374746413 -20.815695873, -49.3740595199999 -20.815062699, -49.3735611189999 -20.8146017019999, -49.373462058 -20.814570837, -49.3732062509999 -20.814540607, -49.3727808049999 -20.8145028389999, -49.37266648 -20.8154193629999, -49.3728850859999 -20.815434378, -49.372771639 -20.8159593149999, -49.372769897 -20.8162570969999, -49.372669972 -20.816349391, -49.372056366 -20.8169210569999, -49.371892131 -20.816941613))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000045,0.11019,São José do Rio Preto,"POLYGON ((-49.3792064639999 -20.8206311989999, -49.378469658 -20.821324331, -49.3778303999999 -20.821936508, -49.377801736 -20.821964169, -49.377114142 -20.82262242, -49.376568224 -20.82313268, -49.376177234 -20.823498179, -49.376098715 -20.823571579, -49.376158097 -20.8235707699999, -49.379841073 -20.8235208789999, -49.379871021 -20.8235201589999, -49.3798990129999 -20.82352, -49.3815712539999 -20.8234983739999, -49.3817902829999 -20.823492422, -49.382186003 -20.8234869139999, -49.382157024 -20.8234578139999, -49.3821175379999 -20.8234181619999, -49.3820794549999 -20.823380917, -49.381988266 -20.823291572, -49.381787781 -20.8230927019999, -49.3817472549999 -20.823052705, -49.381238621 -20.8225484129999, -49.3805636119999 -20.8219352629999, -49.380001501 -20.821389868, -49.3804911199999 -20.820985541, -49.379991425 -20.8204886189999, -49.3796723149999 -20.8201779959999, -49.379499734 -20.820345892, -49.3792064639999 -20.8206311989999))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000046,0.215213,São José do Rio Preto,"POLYGON ((-49.383417639 -20.82046575, -49.383944414 -20.8213086659999, -49.38435222 -20.8209422199999, -49.3850177209999 -20.8203112909999, -49.385730759 -20.8209511069999, -49.3850272289999 -20.8216220219999, -49.384456798 -20.8221285389999, -49.38487036 -20.822803892, -49.3850117179999 -20.823035633, -49.385136561 -20.823259309, -49.3852226829999 -20.823379394, -49.385276586 -20.823454554, -49.3853255139999 -20.8234541419999, -49.3868246879999 -20.8234415439999, -49.39105983 -20.8233731939999, -49.3910243779999 -20.8233397779999, -49.390940798 -20.823260998, -49.3906438889999 -20.822981141, -49.390601752 -20.822941423, -49.390486219 -20.82283394, -49.389868755 -20.822255167, -49.389162848 -20.8216086919999, -49.388494969 -20.820962215, -49.387786685 -20.8203046259999, -49.387109299 -20.819658143, -49.386396261 -20.819018322, -49.385699861 -20.8183185139999, -49.38499633 -20.818962781, -49.384302307 -20.819624819, -49.3836177909999 -20.820286853, -49.383417639 -20.82046575))",10,354980505000046,1.0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0
354980505000047,0.115359,São José do Rio Preto,"POLYGON ((-49.3849796929999 -20.817692017, -49.385699861 -20.8183185139999, -49.386396261 -20.819018322, -49.387109299 -20.819658143, -49.387786685 -20.8203046259999, -49.388494969 -20.820962215, -49.389169978 -20.820313513, -49.3897213939999 -20.8198025469999, -49.390391649 -20.8191760559999, -49.3901265809999 -20.818925013, -49.389673858 -20.818496243, -49.38902024 -20.817858639, -49.3882976949999 -20.817201037, -49.3876179329999 -20.817836422, -49.386917905 -20.817182095, -49.386366111 -20.8177037089999, -49.38567847 -20.81705663, -49.3849796929999 -20.817692017))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000048,0.046736,São José do Rio Preto,"POLYGON ((-49.389673858 -20.818496243, -49.3901265809999 -20.818925013, -49.390391649 -20.8191760559999, -49.391107064 -20.819840314, -49.391760682 -20.820469024, -49.392164737 -20.820109126, -49.392984252 -20.81931895, -49.392870166 -20.8192355919999, -49.391486162 -20.818330733, -49.3913598569999 -20.818247954, -49.390851765 -20.8179782629999, -49.390429678 -20.817754222, -49.3903949639999 -20.8177883029999, -49.389673858 -20.818496243))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000049,0.053294,São José do Rio Preto,"POLYGON ((-49.391185498 -20.8161679739999, -49.3905889229999 -20.816747823, -49.391042891 -20.8171765989999, -49.390429678 -20.817754222, -49.390851765 -20.8179782629999, -49.3913598569999 -20.818247954, -49.3917345999999 -20.8178264659999, -49.3919698399999 -20.8180474759999, -49.39254027 -20.817420978, -49.3930940619999 -20.816814472, -49.3934282 -20.81645056, -49.392622269 -20.81565144, -49.392132104 -20.8153083239999, -49.3918090939999 -20.8156070639999, -49.391185498 -20.8161679739999))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000051,0.038078,São José do Rio Preto,"POLYGON ((-49.392622269 -20.81565144, -49.3934282 -20.81645056, -49.393819489 -20.816846271, -49.394433385 -20.8172673939999, -49.394509442 -20.817135499, -49.394697209 -20.816833356, -49.395208219 -20.816146868, -49.3946758179999 -20.815622558, -49.394181445 -20.815142679, -49.393653797 -20.814662799, -49.392971863 -20.815278984, -49.392739357 -20.815530536, -49.392622269 -20.81565144))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000052,0.124863,São José do Rio Preto,"POLYGON ((-49.393653797 -20.814662799, -49.394181445 -20.815142679, -49.3946758179999 -20.815622558, -49.395208219 -20.816146868, -49.395776273 -20.815407057, -49.396353833 -20.814636139, -49.3969266399999 -20.813887434, -49.397461419 -20.813085405, -49.3977881819999 -20.812561525, -49.398003076 -20.812191954, -49.398080765 -20.812124293, -49.398077342 -20.812041101, -49.397957275 -20.8120723489999, -49.397588577 -20.8118690229999, -49.39726058 -20.8116779549999, -49.3969515969999 -20.811495775, -49.396519021 -20.8112424989999, -49.3958820399999 -20.810882579, -49.395502081 -20.811409764, -49.395602767 -20.811512437, -49.3951297849999 -20.8122878149999, -49.394623528 -20.813072075, -49.394164808 -20.8138652169999, -49.393787808 -20.8144536359999, -49.393653797 -20.814662799))",8,354980505000052,111.0,56.0,0.0,0,0,0,0,20,2,0.6646706586826348,0.33532934131736525,0.0
354980505000054,0.092682,São José do Rio Preto,"POLYGON ((-49.390919208 -20.8043748969999, -49.391602625 -20.805024884, -49.392280011 -20.805662543, -49.3926389069999 -20.8059758169999, -49.392997424 -20.8062985619999, -49.39366625 -20.8056617459999, -49.394331183 -20.8063090859999, -49.3950394669999 -20.805655878, -49.395728737 -20.80502044, -49.395044221 -20.804353895, -49.3943478209999 -20.8037029, -49.393663304 -20.804365004, -49.3929906719999 -20.803722896, -49.392289518 -20.8030718979999, -49.391604156 -20.8037179789999, -49.390919208 -20.8043748969999))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000055,0.082305,São José do Rio Preto,"POLYGON ((-49.3881634059999 -20.8017787809999, -49.388859807 -20.8024208969999, -49.389527685 -20.8030763419999, -49.3902383459999 -20.80372734, -49.390919208 -20.8043748969999, -49.391604156 -20.8037179789999, -49.392289518 -20.8030718979999, -49.391612132 -20.8024253409999, -49.3909014709999 -20.8017743369999, -49.390219332 -20.8011233309999, -49.389527685 -20.8004812089999, -49.3888526759999 -20.801112221, -49.3881634059999 -20.8017787809999))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
