CD_SETOR,AREA_KM2,NM_MUN,geometry,area,censitario,trabalhados,nao_trabalhados,im_aegypti,im_albopictus,focal,perifocal,nebulizacao,mecanico,alternativo,tratamento_imoveis,nao_trabalhados_ratio,incidencia_aedes
354980505000670,0.073325,São José do Rio Preto,"POLYGON ((-49.3621329069999 -20.8055620059999, -49.3630966969999 -20.8057142009999, -49.364079768 -20.805854812, -49.36583595 -20.806144119, -49.3659666739999 -20.805359822, -49.366123542 -20.8045066449999, -49.365593826 -20.8044121359999, -49.3643552079999 -20.804191147, -49.36398324 -20.804121159, -49.363372405 -20.8040122899999, -49.3624323829999 -20.803846763, -49.362327804 -20.804406663, -49.362232733 -20.8050065539999, -49.3621329069999 -20.8055620059999))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000671,0.25972,São José do Rio Preto,"POLYGON ((-49.3565869719999 -20.8101894229999, -49.356702802 -20.810348252, -49.3568251369999 -20.8104021889999, -49.3570010409999 -20.8101142529999, -49.3575603099999 -20.809998605, -49.3578961229999 -20.8099516779999, -49.358300061 -20.810058983, -49.358350576 -20.8100377069999, -49.35839978 -20.8099950169999, -49.3584549289999 -20.809986329, -49.358548635 -20.8100364539999, -49.359017498 -20.809927522, -49.359210135 -20.8098231229999, -49.359294446 -20.809803099, -49.3595734859999 -20.8095789019999, -49.359739767 -20.809439283, -49.3600605309999 -20.8092680899999, -49.3604264269999 -20.809025581, -49.360939672 -20.808775716, -49.3616692969999 -20.808517504, -49.36185438 -20.808414587, -49.361939069 -20.808388093, -49.362079759 -20.8083859189999, -49.362312913 -20.808375736, -49.362482303 -20.8083663359999, -49.3626044059999 -20.8083854999999, -49.362648115 -20.80836743, -49.3630683549999 -20.808397317, -49.3632721619999 -20.8084415709999, -49.363535897 -20.8084576369999, -49.3635748899999 -20.808493578, -49.363792696 -20.808498905, -49.363951726 -20.8085191399999, -49.364091597 -20.808569221, -49.364168278 -20.8086001629999, -49.364278472 -20.808620995, -49.3642996089999 -20.808644778, -49.3643888399999 -20.8086454649999, -49.3647158049999 -20.8087239279999, -49.364761111 -20.8087594799999, -49.3648651949999 -20.8087522769999, -49.3649175969999 -20.80878043, -49.364994278 -20.808788501, -49.365076852 -20.808789319, -49.36513109 -20.808812899, -49.365210867 -20.8088678729999, -49.3652566069999 -20.808866527, -49.3653909929999 -20.808948459, -49.3654247659999 -20.8089499349999, -49.3655528789999 -20.809051622, -49.365598543 -20.809068017, -49.3657529239999 -20.809153242, -49.365816574 -20.8091753579999, -49.366098563 -20.80922356, -49.366133283 -20.80920871, -49.3662569479999 -20.809235174, -49.366411049 -20.809245104, -49.3664734929999 -20.8092247879999, -49.3669010039999 -20.8092226979999, -49.3669489649999 -20.8092216809999, -49.366984685 -20.809199739, -49.367023392 -20.8091818939999, -49.367065415 -20.809191362, -49.367115417 -20.8092137319999, -49.367143649 -20.8092208049999, -49.367187079 -20.809205537, -49.367247591 -20.809182146, -49.367314877 -20.80916049, -49.36735952 -20.80911852, -49.367402323 -20.809057557, -49.36749007 -20.8090260549999, -49.367570708 -20.8090403379999, -49.367610762 -20.8090474329999, -49.367647119 -20.8090644079999, -49.367691436 -20.8091376899999, -49.3676938959999 -20.80923289, -49.3676659239999 -20.8093360089999, -49.36767945 -20.8094315439999, -49.3677616859999 -20.8095873939999, -49.367910051 -20.809743065, -49.368051394 -20.809801739, -49.368312601 -20.8098439839999, -49.3683887299999 -20.8098402909999, -49.368490465 -20.8098288479999, -49.368608798 -20.809787752, -49.368780761 -20.8097265399999, -49.369120618 -20.809528631, -49.3693596109999 -20.809383754, -49.369475338 -20.8093322079999, -49.369563534 -20.809325803, -49.369662389 -20.809321231, -49.369752814 -20.80934916, -49.369915406 -20.809432479, -49.37005299 -20.8094977719999, -49.3701261209999 -20.809586795, -49.3704593959999 -20.809900404, -49.370607998 -20.8100464679999, -49.3709242589999 -20.810268306, -49.371219474 -20.8104207759999, -49.371426147 -20.810481728, -49.371695442 -20.810513659, -49.371901383 -20.810533762, -49.372104651 -20.810524471, -49.3723061169999 -20.810513124, -49.3724682659999 -20.8104885889999, -49.372631639 -20.810424321, -49.3727571439999 -20.8103487229999, -49.372824292 -20.8102561059999, -49.3728723689999 -20.810180805, -49.373008388 -20.8101126829999, -49.3735986519999 -20.8095773549999, -49.374148895 -20.809059775, -49.3741864799999 -20.808952092, -49.37421705 -20.8089076159999, -49.374750021 -20.8088503449999, -49.374799195 -20.808845388, -49.37487456 -20.808718273, -49.374838062 -20.808701399, -49.3747675339999 -20.8087127709999, -49.374695877 -20.808729307, -49.3745714619999 -20.808737182, -49.3744738199999 -20.808732457, -49.374305308 -20.808681274, -49.374273811 -20.808646627, -49.37406829 -20.80854426, -49.3738493819999 -20.808453705, -49.3736769339999 -20.808399371, -49.3736359869999 -20.80839071, -49.3735745669999 -20.8084072459999, -49.3734367659999 -20.808467091, -49.373262742 -20.8085922929999, -49.3731304529999 -20.8086474139999, -49.372938318 -20.808729307, -49.3727099609999 -20.808787578, -49.372525701 -20.808839549, -49.3722437989999 -20.808850573, -49.3719603219999 -20.808814351, -49.371728815 -20.80875608, -49.371535106 -20.808708834, -49.371228006 -20.8086615879999, -49.3709067309999 -20.8085812689999, -49.370651602 -20.8085450469999, -49.3705476599999 -20.8085277239999, -49.3704752159999 -20.8085261489999, -49.370382298 -20.8085592209999, -49.370313004 -20.8085418979999, -49.37017284 -20.8085198489999, -49.3700515749999 -20.8085466219999, -49.370004329 -20.8085796939999, -49.369886213 -20.8085308729999, -49.3697586489999 -20.8085292989999, -49.369530292 -20.8085324479999, -49.3692515389999 -20.8085403229999, -49.3688593959999 -20.8085229989999, -49.368695609 -20.8085261489999, -49.368528672 -20.8085387479999, -49.3683192139999 -20.8085765449999, -49.368073534 -20.8086631629999, -49.3678829739999 -20.808746631, -49.367812105 -20.808789153, -49.367754571 -20.808777226, -49.367715571 -20.808767315, -49.367677731 -20.8087543039999, -49.3675223279999 -20.808715134, -49.3674420099999 -20.8085781199999, -49.3673853139999 -20.8084978009999, -49.367328619 -20.808450555, -49.367290822 -20.808464729, -49.367234126 -20.8084678779999, -49.367202629 -20.808447405, -49.367155383 -20.808389135, -49.3671317599999 -20.808354488, -49.3670404169999 -20.808294642, -49.3669726969999 -20.8082143239999, -49.366911277 -20.8081796769999, -49.366829384 -20.8081229809999, -49.366664022 -20.8080206139999, -49.3665695299999 -20.807946595, -49.366427791 -20.80782218, -49.366226207 -20.8076284709999, -49.3660986429999 -20.807496182, -49.365991551 -20.807393815, -49.365862412 -20.8073434189999, -49.365782093 -20.8072977479999, -49.3657537449999 -20.8072379019999, -49.3656592529999 -20.8072379019999, -49.365542712 -20.8072221539999, -49.365449795 -20.807184357, -49.3652576599999 -20.807160734, -49.365084424 -20.8071386849999, -49.365002531 -20.807107188, -49.3648859899999 -20.807133961, -49.3648135459999 -20.807122937, -49.3647962219999 -20.807111912, -49.364682831 -20.8071245109999, -49.364571015 -20.807127661, -49.3644922719999 -20.807116637, -49.364331635 -20.807099313, -49.364194621 -20.80708514, -49.36408123 -20.807083565, -49.3639331919999 -20.807070966, -49.363791453 -20.807022145, -49.36364814 -20.806973324, -49.3634969519999 -20.806915053, -49.363383561 -20.8068520579999, -49.363260721 -20.8068441839999, -49.363155204 -20.8068284349999, -49.36302449 -20.8067717399999, -49.362958345 -20.8067670149999, -49.362855978 -20.8067764639999, -49.362481158 -20.8068583579999, -49.3622417779999 -20.806900879, -49.362051218 -20.806902454, -49.361931528 -20.80689143, -49.3617897889999 -20.8069119039999, -49.361624427 -20.806962299, -49.361484264 -20.806992222, -49.3613220519999 -20.807045768, -49.3612653559999 -20.807107188, -49.361166139 -20.807154434, -49.361019676 -20.807159159, -49.3609047099999 -20.8071686079999, -49.3608417149999 -20.8071859309999, -49.36078502 -20.8072473519999, -49.360695252 -20.807400114, -49.3605377649999 -20.807565476, -49.3604038999999 -20.8076741419999, -49.360325157 -20.8077150889999, -49.360243263 -20.8077166639999, -49.36015507 -20.8077166639999, -49.360109399 -20.807796982, -49.3600527039999 -20.807922972, -49.3599597859999 -20.8080347879999, -49.359813323 -20.8081403049999, -49.3596668599999 -20.808248971, -49.3594999229999 -20.808335589, -49.359397556 -20.808340314, -49.359274716 -20.808327715, -49.3591691999999 -20.808352913, -49.3590652579999 -20.8084804769999, -49.358939268 -20.808680486, -49.358943993 -20.808812776, -49.358830602 -20.8089167169999, -49.3586479159999 -20.8090553059999, -49.358411685 -20.809193895, -49.3582825459999 -20.80925374, -49.3581628549999 -20.80926004, -49.357989619 -20.8093545319999, -49.357891977 -20.8093986289999, -49.3577596879999 -20.8094380009999, -49.357510858 -20.809543517, -49.357415578 -20.80956399, -49.357333685 -20.809554541, -49.357255728 -20.809578164, -49.357205332 -20.809641159, -49.35710769 -20.8097002169999, -49.357065169 -20.8097049419999, -49.35701556 -20.809719903, -49.357026584 -20.809767149, -49.357042333 -20.8098175449999, -49.357058869 -20.809904951, -49.35701556 -20.809965583, -49.35689272 -20.809989206, -49.356788778 -20.809995506, -49.3567273579999 -20.810044327, -49.3566675129999 -20.810105747, -49.3566533389999 -20.810151418, -49.3565869719999 -20.8101894229999))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000672,0.042397,São José do Rio Preto,"POLYGON ((-49.372803518 -20.801930424, -49.3724553169999 -20.8022936959999, -49.371829588 -20.8029342409999, -49.372366104 -20.803422858, -49.372504524 -20.8035518139999, -49.3731582789999 -20.8029458569999, -49.3737561089999 -20.8034811539999, -49.374475591 -20.804215471, -49.3744577649999 -20.803490159, -49.3744815329999 -20.802796945, -49.37449104 -20.8020815089999, -49.3740751019999 -20.8020215189999, -49.3735570169999 -20.801380126, -49.372803518 -20.801930424))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000673,0.065876,São José do Rio Preto,"POLYGON ((-49.3705954769999 -20.80411005, -49.371104111 -20.804581076, -49.371642371 -20.8051153449999, -49.372161158 -20.805605084, -49.372227046 -20.805600619, -49.373092298 -20.805157637, -49.37365892 -20.804653705, -49.374250984 -20.804432214, -49.374475591 -20.804215471, -49.3737561089999 -20.8034811539999, -49.3731582789999 -20.8029458569999, -49.372504524 -20.8035518139999, -49.372366104 -20.803422858, -49.371829588 -20.8029342409999, -49.3712752399999 -20.8034634969999, -49.3705954769999 -20.80411005))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000674,0.064677,São José do Rio Preto,"POLYGON ((-49.37365892 -20.804653705, -49.373849569 -20.804836877, -49.37565448 -20.806548485, -49.375118513 -20.807062829, -49.374398914 -20.8077159229999, -49.374883547 -20.8081662459999, -49.3751660139999 -20.8084287149999, -49.3753584369999 -20.8086075149999, -49.376033446 -20.807945429, -49.376575354 -20.807416647, -49.376781447 -20.8072438749999, -49.376903022 -20.807112059, -49.376974656 -20.8069767339999, -49.376988916 -20.806572369, -49.376766819 -20.806346302, -49.375925434 -20.805559785, -49.375054093 -20.804720801, -49.374475591 -20.804215471, -49.374250984 -20.804432214, -49.37365892 -20.804653705))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000675,0.05609,São José do Rio Preto,"POLYGON ((-49.372161158 -20.805605084, -49.373241169 -20.8066007199999, -49.3735878369999 -20.806942614, -49.373811406 -20.8071576799999, -49.374398914 -20.8077159229999, -49.375118513 -20.807062829, -49.37565448 -20.806548485, -49.373849569 -20.804836877, -49.37365892 -20.804653705, -49.373092298 -20.805157637, -49.372227046 -20.805600619, -49.372161158 -20.805605084))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000676,0.05454,São José do Rio Preto,"POLYGON ((-49.372370127 -20.798717617, -49.371732231 -20.799174105, -49.3723287669999 -20.799898906, -49.3729389109999 -20.800616136, -49.373573204 -20.800149437, -49.374372201 -20.79956857, -49.374507201 -20.799715727, -49.3745338219999 -20.7983842949999, -49.374415535 -20.7983914769999, -49.3742034479999 -20.797895474, -49.374096704 -20.7977374709999, -49.3739384359999 -20.797561075, -49.373131515 -20.798137663, -49.372370127 -20.798717617))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000677,0.053939,São José do Rio Preto,"POLYGON ((-49.3710769159999 -20.799630172, -49.371133879 -20.7996898289999, -49.371713869 -20.800367432, -49.3721722239999 -20.80101572, -49.372803518 -20.801930424, -49.3735570169999 -20.801380126, -49.3740751019999 -20.8020215189999, -49.37449104 -20.8020815089999, -49.3745064889999 -20.8012272029999, -49.3745053009999 -20.799810755, -49.374507201 -20.799715727, -49.374372201 -20.79956857, -49.373573204 -20.800149437, -49.3729389109999 -20.800616136, -49.3723287669999 -20.799898906, -49.371732231 -20.799174105, -49.3710769159999 -20.799630172))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000678,0.102415,São José do Rio Preto,"POLYGON ((-49.373619219 -20.766757642, -49.373664586 -20.76677699, -49.373692971 -20.766820061, -49.37369537 -20.766869383, -49.373676535 -20.7669046029999, -49.3736406959999 -20.766926148, -49.37360575 -20.7669328379999, -49.3736308699999 -20.767389012, -49.373808174 -20.768334409, -49.3739674189999 -20.768990001, -49.3746566889999 -20.768847771, -49.376649233 -20.768454415, -49.376492233 -20.767779931, -49.3763442109999 -20.767127667, -49.3761765159999 -20.766517501, -49.37610738 -20.7663472199999, -49.375847198 -20.766100681, -49.3754692639999 -20.7657781099999, -49.3752862549999 -20.7655580969999, -49.374902369 -20.7649119889999, -49.373108525 -20.7659134699999, -49.373305612 -20.7662392519999, -49.373413956 -20.7664183439999, -49.373619219 -20.766757642))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000679,0.055166,São José do Rio Preto,"POLYGON ((-49.3702158409999 -20.766405262, -49.371262266 -20.768045494, -49.371121005 -20.7681311589999, -49.371262913 -20.7684640169999, -49.371437852 -20.76839539, -49.372032232 -20.7681793749999, -49.372600763 -20.767858824, -49.373474286 -20.767356208, -49.3736308699999 -20.767389012, -49.37360575 -20.7669328379999, -49.3736406959999 -20.766926148, -49.373676535 -20.7669046029999, -49.37369537 -20.766869383, -49.373692971 -20.766820061, -49.373664586 -20.76677699, -49.373619219 -20.766757642, -49.3735745339999 -20.76676341, -49.3735316729999 -20.766783446, -49.373512263 -20.766849376, -49.372811542 -20.7672201619999, -49.371725538 -20.765457098, -49.3715434819999 -20.765573225, -49.3702158409999 -20.766405262))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000680,0.04223,São José do Rio Preto,"POLYGON ((-49.3650504199999 -20.783781193, -49.365856153 -20.7845433799999, -49.366376671 -20.7841056239999, -49.3668710429999 -20.783656755, -49.3673975029999 -20.783173441, -49.3675650669999 -20.782892341, -49.366390931 -20.782430135, -49.365140738 -20.7819501499999, -49.365044478 -20.782173477, -49.3646701329999 -20.782461245, -49.365559054 -20.7833145459999, -49.3650504199999 -20.783781193))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000681,0.063633,São José do Rio Preto,"POLYGON ((-49.365856153 -20.7845433799999, -49.36642183 -20.7851122399999, -49.367570626 -20.786209957, -49.368442086 -20.786011233, -49.368465144 -20.7852944529999, -49.3684724949999 -20.784958611, -49.368480065 -20.7846127559999, -49.3684984189999 -20.783938964, -49.3685118079999 -20.7837486929999, -49.3685221869999 -20.783601201, -49.368460391 -20.7831967729999, -49.3675650669999 -20.782892341, -49.3673975029999 -20.783173441, -49.3668710429999 -20.783656755, -49.366376671 -20.7841056239999, -49.365856153 -20.7845433799999))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000682,0.06949,São José do Rio Preto,"POLYGON ((-49.3490574429999 -20.8194042449999, -49.349239269 -20.819480975, -49.3492761099999 -20.819496522, -49.3505999829999 -20.820058585, -49.351168037 -20.8203140689999, -49.351538816 -20.8194920789999, -49.351885828 -20.818758949, -49.3513035139999 -20.818530123, -49.351598236 -20.817894741, -49.351859683 -20.817370437, -49.350621374 -20.8168794549999, -49.3505827719999 -20.8168641259999, -49.3503968699999 -20.816790302, -49.350349987 -20.816860049, -49.350117718 -20.8171984269999, -49.349911458 -20.8175348, -49.349724151 -20.817865565, -49.3494953979999 -20.818316508, -49.349348391 -20.818614133, -49.349225029 -20.8189490839999, -49.3490615919999 -20.8193914789999, -49.3490574429999 -20.8194042449999))",24,354980505000682,191.0,152.0,0.0,0,0,0,121,0,0,0.5568513119533528,0.44314868804664725,0.0
354980505000683,0.079822,São José do Rio Preto,"POLYGON ((-49.351168037 -20.8203140689999, -49.350797257 -20.82113161, -49.351314358 -20.82134588, -49.3523326649999 -20.821744763, -49.3527153279999 -20.8214270789999, -49.3531265139999 -20.82111828, -49.3525346919999 -20.820889458, -49.352910225 -20.820071915, -49.3532524839999 -20.8193432309999, -49.353589988 -20.818654533, -49.3538181599999 -20.8181702209999, -49.352960138 -20.8178169829999, -49.352437244 -20.81760815, -49.351859683 -20.817370437, -49.351598236 -20.817894741, -49.3513035139999 -20.818530123, -49.351885828 -20.818758949, -49.351538816 -20.8194920789999, -49.351168037 -20.8203140689999))",24,354980505000683,236.0,183.0,0.0,0,0,0,150,8,0,0.5632458233890215,0.43675417661097854,0.0
354980505000684,0.012251,São José do Rio Preto,"POLYGON ((-49.349732127 -20.826845733, -49.3513898589999 -20.8268704999999, -49.351420639 -20.826634772, -49.351091399 -20.826618692, -49.351152123 -20.826129582, -49.349783808 -20.8261246599999, -49.349732127 -20.826845733))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000685,0.013666,São José do Rio Preto,"POLYGON ((-49.351355398 -20.827167964, -49.3513898589999 -20.8268704999999, -49.349732127 -20.826845733, -49.34964107 -20.827670167, -49.3509896969999 -20.827672628, -49.351038917 -20.8271361299999, -49.351355398 -20.827167964))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000686,0.216415,São José do Rio Preto,"POLYGON ((-49.348515022 -20.8248351829999, -49.348514301 -20.824876242, -49.3484588109999 -20.828034439, -49.348435734 -20.828510045, -49.3483957079999 -20.828948361, -49.3483453009999 -20.829363959, -49.34827603 -20.829783654, -49.348162487 -20.8303113969999, -49.3480175139999 -20.8308083209999, -49.3478719189999 -20.8312289369999, -49.3476878609999 -20.831680574, -49.3476587229999 -20.831744374, -49.347585969 -20.831904842, -49.347777542 -20.8320136039999, -49.349021793 -20.83295437, -49.3490589209999 -20.832863823, -49.3490987399999 -20.832832711, -49.3491417339999 -20.8327988079999, -49.3492557289999 -20.832768717, -49.349353734 -20.8327802319999, -49.349623627 -20.8324678119999, -49.3500816599999 -20.831898162, -49.350181079 -20.831679687, -49.350440673 -20.831162282, -49.350479809 -20.831015215, -49.3507775369999 -20.830386421, -49.35094343 -20.8299765529999, -49.3510884139999 -20.829401197, -49.351106591 -20.8292509689999, -49.3511711959999 -20.8287135149999, -49.351280403 -20.8277962929999, -49.351355398 -20.827167964, -49.351038917 -20.8271361299999, -49.3509896969999 -20.827672628, -49.34964107 -20.827670167, -49.349732127 -20.826845733, -49.349783808 -20.8261246599999, -49.351152123 -20.826129582, -49.351091399 -20.826618692, -49.351420639 -20.826634772, -49.3514454269999 -20.8264506259999, -49.351511483 -20.8256824389999, -49.351612497 -20.82489269, -49.349910713 -20.8248438159999, -49.348769853 -20.824826044, -49.348515022 -20.8248351829999))",24,354980505000686,20.0,9.0,0.0,0,0,0,20,0,0,0.6896551724137931,0.3103448275862069,0.0
354980505000687,0.149406,São José do Rio Preto,"POLYGON ((-49.3515203069999 -20.8348044529999, -49.351903401 -20.835101172, -49.3522566079999 -20.83538012, -49.352668981 -20.8356744499999, -49.35295895 -20.8359054709999, -49.353586423 -20.8363808409999, -49.3543969089999 -20.8369739409999, -49.3550255709999 -20.83743709, -49.3550580049999 -20.8374609539999, -49.355292157 -20.8376332359999, -49.3553237949999 -20.8376565149999, -49.355553527 -20.8373961189999, -49.356888049 -20.835883467, -49.3566271249999 -20.835663417, -49.3565966309999 -20.8356377979999, -49.355224509 -20.83457535, -49.354267374 -20.8338140499999, -49.353411729 -20.833147632, -49.352808142 -20.83268974, -49.352417911 -20.8323833379999, -49.352344549 -20.8324745469999, -49.351909596 -20.8329610339999, -49.351639072 -20.8332448309999, -49.351400532 -20.8335368479999, -49.351762235 -20.8338229349999, -49.352156782 -20.8340895019999, -49.3517051919999 -20.834600419, -49.3515203069999 -20.8348044529999))",24,354980505000687,147.0,74.0,0.0,0,0,0,137,0,0,0.665158371040724,0.334841628959276,0.0
354980505000688,0.0742,São José do Rio Preto,"POLYGON ((-49.349021793 -20.83295437, -49.3490224829999 -20.8330341, -49.349068858 -20.833089827, -49.3491317959999 -20.8331207859999, -49.349209784 -20.833108661, -49.349270922 -20.833148649, -49.349399435 -20.8332393329999, -49.3496322729999 -20.833403634, -49.350017669 -20.8337029799999, -49.350389965 -20.833979778, -49.3507639819999 -20.8342672109999, -49.351158529 -20.834553769, -49.3515203069999 -20.8348044529999, -49.3517051919999 -20.834600419, -49.352156782 -20.8340895019999, -49.351762235 -20.8338229349999, -49.351400532 -20.8335368479999, -49.351639072 -20.8332448309999, -49.351909596 -20.8329610339999, -49.352344549 -20.8324745469999, -49.352417911 -20.8323833379999, -49.352067818 -20.832108451, -49.35133882 -20.831536214, -49.3509541249999 -20.831237217, -49.3508398239999 -20.83107842, -49.3508485049999 -20.831022498, -49.3508435369999 -20.830963674, -49.350829559 -20.830915547, -49.350809689 -20.830824944, -49.3508013279999 -20.830759971, -49.3508068319999 -20.830683176, -49.350872952 -20.830537971, -49.350922571 -20.830421379, -49.3507775369999 -20.830386421, -49.350479809 -20.831015215, -49.350440673 -20.831162282, -49.350181079 -20.831679687, -49.3500816599999 -20.831898162, -49.349623627 -20.8324678119999, -49.349353734 -20.8327802319999, -49.3492557289999 -20.832768717, -49.3491417339999 -20.8327988079999, -49.3490987399999 -20.832832711, -49.3490589209999 -20.832863823, -49.349021793 -20.83295437))",24,354980505000688,107.0,124.0,0.0,0,0,0,107,0,0,0.46320346320346323,0.5367965367965368,0.0
354980505000689,0.066654,São José do Rio Preto,"POLYGON ((-49.3507775369999 -20.830386421, -49.350922571 -20.830421379, -49.350872952 -20.830537971, -49.3508068319999 -20.830683176, -49.3533319059999 -20.8309565989999, -49.353359439 -20.8307018529999, -49.3534164819999 -20.830262008, -49.352632141 -20.8301687069999, -49.35268443 -20.8297333039999, -49.3527367199999 -20.8292979, -49.3527890089999 -20.8288669369999, -49.3532168319999 -20.828915809, -49.353250612 -20.8284820809999, -49.353312334 -20.828009852, -49.35286982 -20.8279667689999, -49.352530444 -20.827939569, -49.3515804099999 -20.8278217349999, -49.351540692 -20.827816984, -49.351478781 -20.827809577, -49.351438732 -20.8278047859999, -49.351403316 -20.82779977, -49.351280403 -20.8277962929999, -49.3511711959999 -20.8287135149999, -49.351106591 -20.8292509689999, -49.3510884139999 -20.829401197, -49.35094343 -20.8299765529999, -49.3507775369999 -20.830386421))",24,354980505000689,184.0,101.0,0.0,0,0,0,161,0,0,0.6456140350877193,0.3543859649122807,0.0
354980505000690,0.443757,São José do Rio Preto,"POLYGON ((-49.357320364 -20.82727303, -49.357410682 -20.828179392, -49.3574653479999 -20.828959127, -49.357624593 -20.8292856809999, -49.3577315489999 -20.8301631539999, -49.3576356029999 -20.830169253, -49.357640443 -20.8302103959999, -49.3577461249999 -20.8311938049999, -49.3550645409999 -20.8314035559999, -49.354638585 -20.8315584489999, -49.354244899 -20.831600399, -49.3539318859999 -20.831242209, -49.353893162 -20.8311324929999, -49.354036761 -20.829138246, -49.354040449 -20.829098691, -49.3536922179999 -20.8290825139999, -49.3536170959999 -20.8289546139999, -49.3532168319999 -20.828915809, -49.3527890089999 -20.8288669369999, -49.3527367199999 -20.8292979, -49.35268443 -20.8297333039999, -49.352632141 -20.8301687069999, -49.3534164819999 -20.830262008, -49.353359439 -20.8307018529999, -49.3533319059999 -20.8309565989999, -49.3508068319999 -20.830683176, -49.3508013279999 -20.830759971, -49.350809689 -20.830824944, -49.350829559 -20.830915547, -49.3508435369999 -20.830963674, -49.3508485049999 -20.831022498, -49.3508398239999 -20.83107842, -49.3509541249999 -20.831237217, -49.35133882 -20.831536214, -49.352067818 -20.832108451, -49.352417911 -20.8323833379999, -49.352808142 -20.83268974, -49.353411729 -20.833147632, -49.354267374 -20.8338140499999, -49.355224509 -20.83457535, -49.3565966309999 -20.8356377979999, -49.3566271249999 -20.835663417, -49.356888049 -20.835883467, -49.35801412 -20.8346040009999, -49.358049901 -20.8345637039999, -49.358477862 -20.834081727, -49.359622513 -20.832753124, -49.360368217 -20.831955362, -49.361382837 -20.830771328, -49.3615629129999 -20.8305661109999, -49.3616253329999 -20.830494975, -49.36159923 -20.830464112, -49.3614720219999 -20.830313701, -49.3601338 -20.8286057349999, -49.359435686 -20.827643156, -49.35914589 -20.827153353, -49.359127273 -20.82711667, -49.359078282 -20.827120919, -49.359035676 -20.8271246149999, -49.358949432 -20.8269452489999, -49.3588071839999 -20.8266185859999, -49.3584437489999 -20.8260523069999, -49.358316475 -20.8258050269999, -49.3582585939999 -20.8256926679999, -49.3581468749999 -20.8255941469999, -49.3580082949999 -20.82559649, -49.358388732 -20.8265636969999, -49.358669194 -20.827156401, -49.357320364 -20.82727303))",,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
354980505000691,0.080884,São José do Rio Preto,"POLYGON ((-49.3549816 -20.8253847559999, -49.355186004 -20.827459634, -49.355347626 -20.829165722, -49.3560464029999 -20.8291834939999, -49.3567737019999 -20.8292323659999, -49.357624593 -20.8292856809999, -49.3574653479999 -20.828959127, -49.357410682 -20.828179392, -49.357320364 -20.82727303, -49.3571254669999 -20.825198149, -49.3563981679999 -20.825255908, -49.356588312 -20.8273352319999, -49.355913303 -20.8273974329999, -49.355689884 -20.825322554, -49.3549816 -20.8253847559999))",24,354980505000691,1.0,0.0,0.0,0,0,0,0,1,0,1.0,0.0,0.0
354980505000692,0.123168,São José do Rio Preto,"POLYGON ((-49.354770066 -20.823605314, -49.3549816 -20.8253847559999, -49.355689884 -20.825322554, -49.355913303 -20.8273974329999, -49.356588312 -20.8273352319999, -49.3563981679999 -20.825255908, -49.3571254669999 -20.825198149, -49.357320364 -20.82727303, -49.358669194 -20.827156401, -49.358388732 -20.8265636969999, -49.3580082949999 -20.82559649, -49.3581468749999 -20.8255941469999, -49.3582585939999 -20.8256926679999, -49.358316475 -20.8258050269999, -49.3584437489999 -20.8260523069999, -49.3588071839999 -20.8266185859999, -49.358949432 -20.8269452489999, -49.359035676 -20.8271246149999, -49.359078282 -20.827120919, -49.359127273 -20.82711667, -49.35900767 -20.8268920259999, -49.3588719479999 -20.826597507, -49.358733726 -20.8262664659999, -49.358426803 -20.825467271, -49.358357967 -20.825274048, -49.3583074859999 -20.825132346, -49.358206706 -20.824804667, -49.3581655 -20.824639497, -49.357983067 -20.8237475839999, -49.357895546 -20.8230432999999, -49.3578757779999 -20.823045355, -49.357836372 -20.823049451, -49.3577960919999 -20.823053162, -49.3574731579999 -20.8230829079999, -49.357433262 -20.823086583, -49.356921063 -20.8231365679999, -49.3562080249999 -20.823189885, -49.35548548 -20.823256532, -49.35478195 -20.8233187349999, -49.354770066 -20.823605314))",24,354980505000692,6.0,2.0,0.0,0,0,0,0,0,0,0.75,0.25,0.0
