area,atividade,trabalhados,nao_trabalhados,rec_agua,rec_larva,im_larva,ib_larva,ip_larva
01,Aval. Dens. Larvária,598,29,175,9,2,1.51,0.33
01,Contr. Criadouros,2137,191,79,0,0,0.00,0.00
01,Nebul. Portátil,2109,189,0,0,0,0.00,0.00
01,Outras,22,0,0,0,0,0.00,0.00
01,Visita a Imóveis,5318,1032,280,0,0,0.00,0.00
