area,censitario,mes,trabalhados,im_aegypti,ip_aegypti,rec_aegypti,ib_aegypti,im_albopictus,ip_albopictus,rec_albopictus,ib_albopictus,tipo,lat,lng,id_grupo_rec,trab,rec_ex,rec_ag,rec_lv,lv_aeg,lv_alb,rec_aeg,rec_alb,atividade,ex,qt,ntrab,cob(t),cob(v),id_atividade,pos_aeg,pos_alb,focal,peri,nebul,mec,alt,grupo,imoveis,existentes,com_agua,com_larvas,com_aegypti,com_albopictus,larvas_aegypti,larvas_albopictus,trab_ini,fech_ini,pend_ini,trab_rec,pend_fim,trab_dem,tipo_trab,fech,desoc,temp,parc,rec,total
1,354990405000436,1,21,0,0.00,0,0.00,0,0.00,1,4.76,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000491,1,23,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000492,1,25,0,0.00,0,0.00,0,0.00,1,4.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000493,1,20,1,5.00,4,20.00,1,5.00,3,15.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000540,1,22,0,0.00,0,0.00,0,0.00,1,4.55,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000541,1,21,0,0.00,0,0.00,0,0.00,2,9.52,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000642,1,22,2,9.09,2,9.09,2,9.09,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000643,1,20,0,0.00,0,0.00,0,0.00,1,5.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000644,1,21,1,4.76,1,4.76,1,4.76,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000645,1,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000845,1,42,2,4.76,2,4.76,2,4.76,1,2.38,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000846,1,15,1,6.67,2,13.33,1,6.67,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000860,1,20,1,5.00,1,5.00,1,5.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000862,1,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000864,1,23,2,8.70,2,8.70,2,8.70,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000897,1,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000930,1,43,2,4.65,2,4.65,2,4.65,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000932,1,43,4,9.30,4,9.30,4,9.30,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000933,1,21,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000934,1,20,2,10.00,3,15.00,2,10.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000935,1,21,1,4.76,1,4.76,1,4.76,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000936,1,22,1,4.55,4,18.18,1,4.55,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000937,1,22,1,4.55,1,4.55,1,4.55,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000938,1,19,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000436,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000491,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000492,7,21,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000493,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000540,7,20,0,0.00,0,0.00,0,0.00,1,5.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000541,7,20,1,5.00,1,5.00,1,5.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000642,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000643,7,20,1,5.00,1,5.00,1,5.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000644,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000645,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000648,7,10,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000845,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000846,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000860,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000862,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000864,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000897,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000930,7,30,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000931,7,10,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000932,7,30,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000933,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000934,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000935,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000936,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000937,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000938,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000436,10,40,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000491,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000492,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000493,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000540,10,15,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000541,10,21,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000642,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000643,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000644,10,40,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000645,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000845,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000860,10,30,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000862,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000864,10,21,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000897,10,15,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000930,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000931,10,10,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000932,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000933,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000934,10,21,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000935,10,21,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000936,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000937,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,354990405000938,10,21,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000521,1,26,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000522,1,21,1,4.76,1,4.76,1,4.76,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000523,1,21,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000543,1,21,1,4.76,1,4.76,1,4.76,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000544,1,22,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000545,1,24,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000564,1,24,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000565,1,23,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000566,1,23,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000567,1,24,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000577,1,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000578,1,22,1,4.55,1,4.55,1,4.55,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000579,1,25,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000580,1,24,1,4.17,1,4.17,1,4.17,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000587,1,21,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000588,1,22,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000589,1,21,1,4.76,1,4.76,1,4.76,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000590,1,23,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000600,1,22,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000905,1,20,1,5.00,1,5.00,1,5.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000908,1,21,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000909,1,23,1,4.35,1,4.35,1,4.35,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000918,1,21,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000924,1,22,1,4.55,1,4.55,1,4.55,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000521,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000522,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000523,7,21,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000543,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000544,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000545,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000564,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000565,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000566,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000567,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000577,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000578,7,20,1,5.00,1,5.00,1,5.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000579,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000580,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000587,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000588,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000589,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000590,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000600,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000905,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000908,7,21,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000909,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000918,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,354990405000924,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000403,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000405,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000408,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000409,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000410,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000411,7,21,1,4.76,1,4.76,1,4.76,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000412,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000413,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000454,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000455,7,21,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000456,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000457,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000465,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000466,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000467,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000468,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000469,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000470,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000471,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000472,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000473,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000852,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000853,7,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000854,7,21,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000403,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000405,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000408,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000409,10,27,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000410,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000411,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000412,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000413,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000454,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000455,10,25,1,4.00,1,4.00,1,4.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000456,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000457,10,25,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000465,10,20,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,354990405000466,10,25,0,0.00,0,0.00,0,0.00,0,0.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
