area,censitario,mes,trabalhados,im_aegypti,ip_aegypti,rec_aegypti,ib_aegypti,im_albopictus,ip_albopictus,rec_albopictus,ib_albopictus,tipo,lat,lng,id_grupo_rec,trab,rec_ex,rec_ag,rec_lv,lv_aeg,lv_alb,rec_aeg,rec_alb,atividade,ex,qt,ntrab,cob(t),cob(v),id_atividade,pos_aeg,pos_alb,focal,peri,nebul,mec,alt,grupo,imoveis,existentes,com_agua,com_larvas,com_aegypti,com_albopictus,larvas_aegypti,larvas_albopictus,trab_ini,fech_ini,pend_ini,trab_rec,pend_fim,trab_dem,tipo_trab,fech,desoc,temp,parc,rec,total
16                  ,354990405000380,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,1141.0,61.0,5.07,0.0,5.07,0.0,,,,,,,
16                  ,354990405000380,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,605.0,190.0,23.90,17.0,21.76,0.0,,,,,,,
16                  ,354990405000494,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,41.0,29.0,41.43,0.0,41.43,0.0,,,,,,,
16                  ,354990405000494,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,19.0,12.0,38.71,4.0,25.81,0.0,,,,,,,
16                  ,354990405000494,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,35.0,0.0,0.00,0.0,0.00,0.0,,,,,,,
16                  ,354990405000494,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,150.0,55.0,26.83,1.0,26.34,0.0,,,,,,,
16                  ,354990405000495,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,28.0,41.18,0.0,41.18,0.0,,,,,,,
16                  ,354990405000495,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,66.0,60.0,47.62,0.0,47.62,0.0,,,,,,,
16                  ,354990405000495,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,32.0,27.0,45.76,0.0,45.76,0.0,,,,,,,
16                  ,354990405000495,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,139.0,85.0,37.95,3.0,36.61,0.0,,,,,,,
16                  ,354990405000496,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,16.0,28.57,0.0,28.57,0.0,,,,,,,
16                  ,354990405000496,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,68.0,42.0,38.18,0.0,38.18,0.0,,,,,,,
16                  ,354990405000496,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,90.0,8.0,8.16,0.0,8.16,0.0,,,,,,,
16                  ,354990405000496,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,225.0,96.0,29.91,4.0,28.66,0.0,,,,,,,
16                  ,354990405000542,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,7.0,14.89,0.0,14.89,0.0,,,,,,,
16                  ,354990405000542,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,37.0,10.0,21.28,4.0,12.77,0.0,,,,,,,
16                  ,354990405000542,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,32.0,1.0,3.03,0.0,3.03,0.0,,,,,,,
16                  ,354990405000542,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,339.0,162.0,32.34,8.0,30.74,0.0,,,,,,,
16                  ,354990405000640,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,13.0,24.53,0.0,24.53,0.0,,,,,,,
16                  ,354990405000640,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,217.0,77.0,26.19,0.0,26.19,0.0,,,,,,,
16                  ,354990405000640,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,211.0,16.0,7.05,0.0,7.05,0.0,,,,,,,
16                  ,354990405000640,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,123.0,49.0,28.49,1.0,27.91,0.0,,,,,,,
16                  ,354990405000773,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,42.0,25.0,37.31,0.0,37.31,0.0,,,,,,,
16                  ,354990405000773,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,321.0,150.0,31.85,18.0,28.03,0.0,,,,,,,
16                  ,354990405000773,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,488.0,45.0,8.44,0.0,8.44,0.0,,,,,,,
16                  ,354990405000773,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,193.0,48.0,19.92,4.0,18.26,0.0,,,,,,,
16                  ,354990405000786,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,26.0,39.39,0.0,39.39,0.0,,,,,,,
16                  ,354990405000786,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,358.0,225.0,38.59,0.0,38.59,0.0,,,,,,,
16                  ,354990405000786,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,1036.0,93.0,8.24,0.0,8.24,0.0,,,,,,,
16                  ,354990405000786,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,576.0,199.0,25.68,4.0,25.16,0.0,,,,,,,
16                  ,354990405000813,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,10.0,20.00,0.0,20.00,0.0,,,,,,,
16                  ,354990405000813,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,324.0,146.0,31.06,0.0,31.06,0.0,,,,,,,
16                  ,354990405000813,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,452.0,15.0,3.21,0.0,3.21,0.0,,,,,,,
16                  ,354990405000813,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,305.0,154.0,33.55,2.0,33.12,0.0,,,,,,,
16                  ,354990405000865,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,37.0,48.05,0.0,48.05,0.0,,,,,,,
16                  ,354990405000865,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,331.0,306.0,48.04,0.0,48.04,0.0,,,,,,,
16                  ,354990405000865,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,786.0,95.0,10.78,0.0,10.78,0.0,,,,,,,
16                  ,354990405000865,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,310.0,207.0,40.04,4.0,39.26,0.0,,,,,,,
16                  ,354990405000866,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,41.0,10.0,19.61,0.0,19.61,0.0,,,,,,,
16                  ,354990405000866,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,29.0,23.0,44.23,0.0,44.23,0.0,,,,,,,
16                  ,354990405000866,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,5.88,0.0,5.88,0.0,,,,,,,
16                  ,354990405000866,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,167.0,82.0,32.93,4.0,31.33,0.0,,,,,,,
17                  ,354990405000172,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,41.0,9.0,18.00,0.0,18.00,0.0,,,,,,,
17                  ,354990405000172,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.00,3.0,-150.00,0.0,,,,,,,
17                  ,354990405000250,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,10.0,20.00,0.0,20.00,0.0,,,,,,,
17                  ,354990405000250,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,295.0,207.0,41.24,4.0,40.44,0.0,,,,,,,
17                  ,354990405000250,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,417.0,29.0,6.50,0.0,6.50,0.0,,,,,,,
17                  ,354990405000250,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.00,5.0,0.00,0.0,,,,,,,
17                  ,354990405000251,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,17.0,29.82,0.0,29.82,0.0,,,,,,,
17                  ,354990405000251,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,80.0,55.0,40.74,0.0,40.74,0.0,,,,,,,
17                  ,354990405000251,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,125.0,14.0,10.07,0.0,10.07,0.0,,,,,,,
17                  ,354990405000251,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.00,1.0,0.00,0.0,,,,,,,
17                  ,354990405000296,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,25.0,38.46,0.0,38.46,0.0,,,,,,,
17                  ,354990405000296,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,51.0,11.0,17.74,4.0,11.29,0.0,,,,,,,
17                  ,354990405000296,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,401.0,31.0,7.18,0.0,7.18,0.0,,,,,,,
17                  ,354990405000296,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,274.0,138.0,33.50,0.0,33.50,0.0,,,,,,,
17                  ,354990405000297,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,26.0,39.39,0.0,39.39,0.0,,,,,,,
17                  ,354990405000297,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,103.0,45.0,30.41,0.0,30.41,0.0,,,,,,,
17                  ,354990405000297,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,255.0,17.0,6.25,0.0,6.25,0.0,,,,,,,
17                  ,354990405000297,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,203.0,81.0,28.52,19.0,21.83,0.0,,,,,,,
17                  ,354990405000298,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,33.0,45.21,0.0,45.21,0.0,,,,,,,
17                  ,354990405000298,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,42.0,20.0,32.26,0.0,32.26,0.0,,,,,,,
17                  ,354990405000298,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,209.0,15.0,6.70,0.0,6.70,0.0,,,,,,,
17                  ,354990405000298,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,128.0,91.0,41.55,3.0,40.18,0.0,,,,,,,
17                  ,354990405000299,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,26.0,39.39,0.0,39.39,0.0,,,,,,,
17                  ,354990405000299,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,49.0,47.0,48.96,0.0,48.96,0.0,,,,,,,
17                  ,354990405000299,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,368.0,11.0,2.90,0.0,2.90,0.0,,,,,,,
17                  ,354990405000299,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,212.0,135.0,38.90,10.0,36.02,0.0,,,,,,,
17                  ,354990405000300,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,31.0,43.66,0.0,43.66,0.0,,,,,,,
17                  ,354990405000300,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,242.0,109.0,31.05,0.0,31.05,0.0,,,,,,,
17                  ,354990405000300,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,703.0,78.0,9.99,0.0,9.99,0.0,,,,,,,
17                  ,354990405000300,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,344.0,143.0,29.36,16.0,26.08,0.0,,,,,,,
17                  ,354990405000301,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,42.0,51.22,0.0,51.22,0.0,,,,,,,
17                  ,354990405000301,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,145.0,119.0,45.08,0.0,45.08,0.0,,,,,,,
17                  ,354990405000301,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,452.0,44.0,8.87,0.0,8.87,0.0,,,,,,,
17                  ,354990405000301,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,148.0,114.0,43.51,7.0,40.84,0.0,,,,,,,
17                  ,354990405000302,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,15.0,27.27,0.0,27.27,0.0,,,,,,,
17                  ,354990405000302,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,304.0,178.0,36.93,5.0,35.89,0.0,,,,,,,
17                  ,354990405000302,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,795.0,68.0,7.88,0.0,7.88,0.0,,,,,,,
17                  ,354990405000302,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,304.0,115.0,27.45,9.0,25.30,0.0,,,,,,,
17                  ,354990405000303,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,31.0,43.66,0.0,43.66,0.0,,,,,,,
17                  ,354990405000303,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,57.0,39.0,40.63,3.0,37.50,0.0,,,,,,,
17                  ,354990405000303,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,588.0,45.0,7.11,0.0,7.11,0.0,,,,,,,
17                  ,354990405000303,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,388.0,178.0,31.45,8.0,30.04,0.0,,,,,,,
17                  ,354990405000304,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,24.0,37.50,0.0,37.50,0.0,,,,,,,
17                  ,354990405000304,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,277.0,183.0,39.78,13.0,36.96,0.0,,,,,,,
17                  ,354990405000304,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,753.0,57.0,7.04,0.0,7.04,0.0,,,,,,,
17                  ,354990405000304,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,207.0,146.0,41.36,7.0,39.38,0.0,,,,,,,
17                  ,354990405000305,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,41.0,20.0,32.79,0.0,32.79,0.0,,,,,,,
17                  ,354990405000305,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,845.0,511.0,37.68,25.0,35.84,0.0,,,,,,,
17                  ,354990405000305,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,1080.0,129.0,10.67,0.0,10.67,0.0,,,,,,,
17                  ,354990405000305,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,14.29,16.0,-214.29,0.0,,,,,,,
17                  ,354990405000308,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,41.0,27.0,39.71,0.0,39.71,0.0,,,,,,,
17                  ,354990405000308,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,86.0,54.0,38.57,9.0,32.14,0.0,,,,,,,
17                  ,354990405000308,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,304.0,23.0,7.03,0.0,7.03,0.0,,,,,,,
17                  ,354990405000308,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,157.0,85.0,35.12,3.0,33.88,0.0,,,,,,,
17                  ,354990405000309,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,22.0,35.48,0.0,35.48,0.0,,,,,,,
17                  ,354990405000309,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,105.0,83.0,44.15,20.0,33.51,0.0,,,,,,,
17                  ,354990405000309,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,174.0,12.0,6.45,0.0,6.45,0.0,,,,,,,
17                  ,354990405000309,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,119.0,50.0,29.59,3.0,27.81,0.0,,,,,,,
17                  ,354990405000310,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,20.0,33.33,0.0,33.33,0.0,,,,,,,
17                  ,354990405000310,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,44.44,0.0,44.44,0.0,,,,,,,
17                  ,354990405000310,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,258.0,26.0,9.15,0.0,9.15,0.0,,,,,,,
17                  ,354990405000310,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,230.0,116.0,33.53,12.0,30.06,0.0,,,,,,,
17                  ,354990405000311,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,27.0,40.30,0.0,40.30,0.0,,,,,,,
17                  ,354990405000311,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,243.0,12.0,4.71,0.0,4.71,0.0,,,,,,,
17                  ,354990405000311,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,198.0,89.0,31.01,4.0,29.62,0.0,,,,,,,
17                  ,354990405000637,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,41.0,17.0,29.31,0.0,29.31,0.0,,,,,,,
17                  ,354990405000637,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,70.0,47.0,40.17,16.0,26.50,0.0,,,,,,,
17                  ,354990405000637,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,147.0,13.0,8.13,0.0,8.13,0.0,,,,,,,
17                  ,354990405000637,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,141.0,77.0,35.32,12.0,29.82,0.0,,,,,,,
17                  ,354990405000638,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,13.0,24.53,0.0,24.53,0.0,,,,,,,
17                  ,354990405000638,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,29.0,11.0,27.50,0.0,27.50,0.0,,,,,,,
17                  ,354990405000638,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,252.0,14.0,5.26,0.0,5.26,0.0,,,,,,,
17                  ,354990405000638,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,176.0,79.0,30.98,4.0,29.41,0.0,,,,,,,
17                  ,354990405000639,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,40.0,8.0,16.67,0.0,16.67,0.0,,,,,,,
17                  ,354990405000639,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,132.0,66.0,33.33,0.0,33.33,0.0,,,,,,,
17                  ,354990405000639,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,167.0,8.0,4.57,0.0,4.57,0.0,,,,,,,
17                  ,354990405000639,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.00,2.0,-200.00,0.0,,,,,,,
18                  ,354990405000106,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,14.0,10.0,41.67,0.0,41.67,0.0,,,,,,,
18                  ,354990405000106,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0,0.00,0.0,0.00,0.0,,,,,,,
18                  ,354990405000106,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,11.0,3.0,21.43,0.0,21.43,0.0,,,,,,,
18                  ,354990405000107,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,107.0,64.0,37.43,0.0,37.43,0.0,,,,,,,
18                  ,354990405000107,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,53.33,0.0,53.33,0.0,,,,,,,
18                  ,354990405000107,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,273.0,26.0,8.70,0.0,8.70,0.0,,,,,,,
18                  ,354990405000107,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,235.0,117.0,33.24,1.0,32.95,0.0,,,,,,,
18                  ,354990405000149,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,60.0,41.0,40.59,0.0,40.59,0.0,,,,,,,
18                  ,354990405000149,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,138.0,77.0,35.81,0.0,35.81,0.0,,,,,,,
18                  ,354990405000149,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,543.0,47.0,7.97,0.0,7.97,0.0,,,,,,,
18                  ,354990405000149,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,277.0,134.0,32.60,9.0,30.41,0.0,,,,,,,
18                  ,354990405000150,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,62.0,37.0,37.37,0.0,37.37,0.0,,,,,,,
18                  ,354990405000150,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,93.0,47.0,33.57,0.0,33.57,0.0,,,,,,,
18                  ,354990405000150,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,281.0,43.0,13.27,0.0,13.27,0.0,,,,,,,
18                  ,354990405000150,,,,,,,,,,,15,,,,,,,,,,,,Visita a Imóveis    ,,,,,,,,,,,,,,,,,,,,,,,209.0,58.0,21.72,5.0,19.85,0.0,,,,,,,
18                  ,354990405000151,,,,,,,,,,,15,,,,,,,,,,,,Aval. Dens. Larvária,,,,,,,,,,,,,,,,,,,,,,,60.0,1.0,1.64,0.0,1.64,0.0,,,,,,,
18                  ,354990405000151,,,,,,,,,,,15,,,,,,,,,,,,Contr. Criadouros   ,,,,,,,,,,,,,,,,,,,,,,,54.0,26.0,32.50,0.0,32.50,0.0,,,,,,,
18                  ,354990405000151,,,,,,,,,,,15,,,,,,,,,,,,Nebul. Portátil     ,,,,,,,,,,,,,,,,,,,,,,,31.0,1.0,3.13,0.0,3.13,0.0,,,,,,,
