lat,lng,trab,nao_trab,total,tipo,focal,peri,nebul,mecanico,alternativo,agente,ordem,casa,im_aegypti,im_albopictus
-23.72872,-46.53931,2,0,2.0,1,,,,,,,,,,
-23.72875,-46.53928,3,0,3.0,1,,,,,,,,,,
-23.72877,-46.53923,3,0,3.0,1,,,,,,,,,,
-23.72876,-46.53924,1,0,1.0,1,,,,,,,,,,
-23.72879,-46.5392,2,0,2.0,1,,,,,,,,,,
-23.7288,-46.53917,4,0,4.0,1,,,,,,,,,,
-23.72879,-46.53922,1,0,1.0,1,,,,,,,,,,
-23.72879,-46.53923,1,0,1.0,1,,,,,,,,,,
-23.72883,-46.53946,2,0,2.0,1,,,,,,,,,,
-23.72882,-46.53954,2,0,2.0,1,,,,,,,,,,
-23.72884,-46.53954,3,0,3.0,1,,,,,,,,,,
-23.72888,-46.53952,1,0,1.0,1,,,,,,,,,,
-23.72888,-46.53943,1,0,1.0,1,,,,,,,,,,
-23.7289,-46.53943,1,0,1.0,1,,,,,,,,,,
-23.72898,-46.53941,1,0,1.0,1,,,,,,,,,,
-23.7291,-46.53941,1,0,1.0,1,,,,,,,,,,
-23.72906,-46.5394,1,0,1.0,1,,,,,,,,,,
-23.72907,-46.53944,1,0,1.0,1,,,,,,,,,,
-23.72908,-46.53945,1,0,1.0,1,,,,,,,,,,
-23.72908,-46.53976,1,0,1.0,1,,,,,,,,,,
-23.72926,-46.53972,1,0,1.0,1,,,,,,,,,,
-23.72974,-46.53961,1,0,1.0,1,,,,,,,,,,
-23.75531,-46.57505,1,0,1.0,1,,,,,,,,,,
-23.75733,-46.57458,1,0,1.0,1,,,,,,,,,,
-23.76163,-46.57628,3,0,3.0,1,,,,,,,,,,
-23.76098,-46.57703,3,0,3.0,1,,,,,,,,,,
-23.76067,-46.57746,1,0,1.0,1,,,,,,,,,,
-23.75991,-46.57684,1,0,1.0,1,,,,,,,,,,
-23.76012,-46.57649,1,2,3.0,1,,,,,,,,,,
-23.76016,-46.57658,1,0,1.0,1,,,,,,,,,,
-23.76019,-46.57668,1,0,1.0,1,,,,,,,,,,
-23.76074,-46.57657,1,0,1.0,1,,,,,,,,,,
-23.76051,-46.57575,1,0,1.0,1,,,,,,,,,,
-23.76042,-46.5747,1,0,1.0,1,,,,,,,,,,
-23.76054,-46.57492,1,0,1.0,1,,,,,,,,,,
-23.76095,-46.5762,1,0,1.0,1,,,,,,,,,,
-23.76112,-46.57592,1,0,1.0,1,,,,,,,,,,
-23.76113,-46.57586,2,0,2.0,1,,,,,,,,,,
-23.76128,-46.57544,1,0,1.0,1,,,,,,,,,,
-23.75942,-46.57247,1,0,1.0,1,,,,,,,,,,
-23.75814,-46.5742,1,0,1.0,1,,,,,,,,,,
-23.75374,-46.58177,1,0,1.0,1,,,,,,,,,,
-23.75366,-46.58179,1,0,1.0,1,,,,,,,,,,
-23.75358,-46.58174,2,0,2.0,1,,,,,,,,,,
-23.75365,-46.58186,1,0,1.0,1,,,,,,,,,,
-23.75984,-46.59726,1,0,1.0,1,,,,,,,,,,
-23.7738,-46.57962,1,0,1.0,1,,,,,,,,,,
-23.77382,-46.57968,0,1,1.0,1,,,,,,,,,,
-23.76722,-46.57984,1,0,1.0,1,,,,,,,,,,
-23.76752,-46.57858,2,0,2.0,1,,,,,,,,,,
-23.7675,-46.57856,1,0,1.0,1,,,,,,,,,,
-23.76771,-46.57859,1,0,1.0,1,,,,,,,,,,
-23.76948,-46.57982,1,0,1.0,1,,,,,,,,,,
-23.76919,-46.57995,1,0,1.0,1,,,,,,,,,,
-23.76922,-46.57988,1,0,1.0,1,,,,,,,,,,
-23.76903,-46.57969,1,0,1.0,1,,,,,,,,,,
-23.76895,-46.57979,1,0,1.0,1,,,,,,,,,,
-23.76889,-46.57969,1,0,1.0,1,,,,,,,,,,
-23.77013,-46.57951,1,0,1.0,1,,,,,,,,,,
-23.77034,-46.57945,1,0,1.0,1,,,,,,,,,,
-23.77037,-46.57944,1,0,1.0,1,,,,,,,,,,
-23.77045,-46.57886,5,0,5.0,1,,,,,,,,,,
-23.7715,-46.57999,1,0,1.0,1,,,,,,,,,,
-23.77109,-46.58043,2,0,2.0,1,,,,,,,,,,
-23.77124,-46.58054,1,0,1.0,1,,,,,,,,,,
-23.77137,-46.58066,1,0,1.0,1,,,,,,,,,,
-23.77142,-46.58076,1,0,1.0,1,,,,,,,,,,
-23.77111,-46.58063,5,1,6.0,1,,,,,,,,,,
-23.77107,-46.58096,1,0,1.0,1,,,,,,,,,,
-23.77093,-46.58183,3,0,3.0,1,,,,,,,,,,
-23.77098,-46.58177,1,0,1.0,1,,,,,,,,,,
-23.77009,-46.58499,1,0,1.0,1,,,,,,,,,,
-23.77056,-46.58572,1,0,1.0,1,,,,,,,,,,
-23.77055,-46.58572,1,0,1.0,1,,,,,,,,,,
-23.7707,-46.58571,1,0,1.0,1,,,,,,,,,,
-23.77106,-46.58481,1,0,1.0,1,,,,,,,,,,
-23.77108,-46.58479,1,0,1.0,1,,,,,,,,,,
-23.77112,-46.5847,1,0,1.0,1,,,,,,,,,,
-23.7711,-46.58471,1,0,1.0,1,,,,,,,,,,
-23.77108,-46.58472,1,0,1.0,1,,,,,,,,,,
-23.77105,-46.58469,1,0,1.0,1,,,,,,,,,,
-23.77114,-46.58475,0,1,1.0,1,,,,,,,,,,
-23.77148,-46.58361,1,0,1.0,1,,,,,,,,,,
-23.77148,-46.58352,1,0,1.0,1,,,,,,,,,,
-23.77141,-46.5835,1,0,1.0,1,,,,,,,,,,
-23.77143,-46.58351,1,0,1.0,1,,,,,,,,,,
-23.77142,-46.58336,1,0,1.0,1,,,,,,,,,,
-23.77142,-46.5832,1,0,1.0,1,,,,,,,,,,
-23.77134,-46.58329,2,0,2.0,1,,,,,,,,,,
-23.77106,-46.58398,2,0,2.0,1,,,,,,,,,,
-23.77103,-46.58399,1,0,1.0,1,,,,,,,,,,
-23.77098,-46.58392,1,0,1.0,1,,,,,,,,,,
-23.77094,-46.58399,1,0,1.0,1,,,,,,,,,,
-23.77104,-46.58257,1,0,1.0,1,,,,,,,,,,
-23.7713,-46.58232,1,0,1.0,1,,,,,,,,,,
-23.77129,-46.58233,1,1,2.0,1,,,,,,,,,,
-23.77178,-46.58321,1,0,1.0,1,,,,,,,,,,
-23.77154,-46.58356,2,0,2.0,1,,,,,,,,,,
-23.77165,-46.58361,1,0,1.0,1,,,,,,,,,,
-23.77181,-46.58159,1,0,1.0,1,,,,,,,,,,
-23.77174,-46.58204,1,0,1.0,1,,,,,,,,,,
-23.77239,-46.58065,1,0,1.0,1,,,,,,,,,,
-23.7728,-46.57664,2,0,2.0,1,,,,,,,,,,
-23.77316,-46.57428,6,0,6.0,1,,,,,,,,,,
-23.76973,-46.57598,1,0,1.0,1,,,,,,,,,,
-23.76974,-46.57598,1,0,1.0,1,,,,,,,,,,
-23.77125,-46.57741,1,0,1.0,1,,,,,,,,,,
-23.76923,-46.57744,1,0,1.0,1,,,,,,,,,,
-23.76583,-46.57704,1,0,1.0,1,,,,,,,,,,
-23.82597,-46.55322,2,0,2.0,1,,,,,,,,,,
-23.71328,-46.52412,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.713,-46.52416,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.713,-46.52413,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.713,-46.52412,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71309,-46.52416,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71303,-46.52412,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.713,-46.52421,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71292,-46.52648,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71242,-46.52555,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71266,-46.52583,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71285,-46.5253,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71278,-46.52518,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71276,-46.52494,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71254,-46.5251,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71254,-46.52503,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71255,-46.52507,5,0,5.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71259,-46.52507,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71262,-46.52509,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71265,-46.52506,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71263,-46.52509,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71262,-46.525,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71261,-46.52501,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71262,-46.52501,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71249,-46.5249,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71194,-46.52482,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71198,-46.52488,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71199,-46.52489,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71196,-46.52491,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71222,-46.52505,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71218,-46.52512,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71221,-46.52517,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71222,-46.52506,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71227,-46.52501,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71225,-46.52504,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71232,-46.52501,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71235,-46.52494,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71234,-46.52497,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71229,-46.52539,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71224,-46.5252,4,0,4.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71222,-46.52529,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71221,-46.52521,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71222,-46.5252,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71206,-46.52535,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71209,-46.52535,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71212,-46.5252,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71212,-46.52524,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71212,-46.52525,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71217,-46.52496,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71216,-46.52496,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71215,-46.52498,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71216,-46.52498,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71213,-46.52499,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71213,-46.52497,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71214,-46.52498,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71212,-46.525,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71212,-46.52502,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71213,-46.52503,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7121,-46.52505,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71211,-46.52497,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71206,-46.52503,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.712,-46.52518,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71203,-46.5251,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71198,-46.5251,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71204,-46.52526,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71182,-46.52521,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71182,-46.52523,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71186,-46.52521,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7119,-46.52514,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7119,-46.52515,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71188,-46.5251,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71184,-46.52514,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71182,-46.52517,4,0,4.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71174,-46.52527,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71176,-46.5252,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71178,-46.52538,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7118,-46.52539,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71177,-46.5254,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71166,-46.52537,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71168,-46.52539,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71165,-46.52533,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71163,-46.52528,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71163,-46.52524,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71165,-46.52524,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71153,-46.52523,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71155,-46.52524,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71156,-46.52524,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71156,-46.52526,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71158,-46.52518,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71168,-46.52502,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71168,-46.52456,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71168,-46.52454,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7117,-46.52446,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71172,-46.52454,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71175,-46.52462,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71179,-46.5246,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7118,-46.52464,5,0,5.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71179,-46.52467,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71179,-46.52468,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71176,-46.52464,4,0,4.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71184,-46.52472,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71186,-46.52478,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71187,-46.52478,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71193,-46.52482,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7119,-46.52479,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71188,-46.52479,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7117,-46.52441,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7113,-46.52433,13,0,13.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71124,-46.52442,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71116,-46.52433,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71098,-46.52453,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71105,-46.52453,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71104,-46.52463,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71103,-46.52467,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.711,-46.52466,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71101,-46.52467,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71099,-46.52469,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.711,-46.52469,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71098,-46.5247,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71098,-46.52471,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71098,-46.52472,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71097,-46.52472,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71098,-46.52473,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71099,-46.5247,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71101,-46.52472,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71104,-46.52492,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71105,-46.52491,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71103,-46.52478,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71102,-46.5247,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7111,-46.52489,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71114,-46.52458,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71112,-46.52463,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71115,-46.5245,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71115,-46.52453,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71125,-46.52449,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71139,-46.52483,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71123,-46.52471,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71122,-46.52475,9,0,9.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71121,-46.52476,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71134,-46.52526,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71111,-46.52527,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71106,-46.52495,1,0,1.0,2,0.0,0.0,1.0,0.0,0.0,,,,,
-23.71107,-46.52562,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71108,-46.52562,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71135,-46.52567,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71122,-46.52569,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71121,-46.5257,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7113,-46.52566,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71137,-46.52564,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71154,-46.52548,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71165,-46.52543,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71177,-46.52544,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71177,-46.52545,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70996,-46.52473,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70995,-46.52539,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70992,-46.52542,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70991,-46.52539,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70987,-46.52531,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70983,-46.52542,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70982,-46.5254,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70983,-46.5253,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70979,-46.52537,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70979,-46.52539,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70967,-46.52536,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70964,-46.52538,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70962,-46.52539,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70966,-46.52533,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70966,-46.52534,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7096,-46.5254,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70961,-46.52561,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70949,-46.52563,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70964,-46.52543,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70965,-46.52554,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70973,-46.52543,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70971,-46.52546,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70979,-46.52543,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7098,-46.52543,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70982,-46.52543,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70982,-46.52545,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70981,-46.52546,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70982,-46.52547,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70981,-46.52548,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70981,-46.52557,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70992,-46.5256,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70986,-46.52551,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70987,-46.52553,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70987,-46.52543,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70991,-46.52547,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70994,-46.52545,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70994,-46.5255,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70997,-46.5255,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70995,-46.52552,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70997,-46.52544,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.70998,-46.52547,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71013,-46.52585,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71019,-46.52576,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71017,-46.5257,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71032,-46.52557,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71032,-46.52556,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71044,-46.52554,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71045,-46.52554,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71062,-46.5257,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71055,-46.52545,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71065,-46.5256,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71066,-46.52555,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71069,-46.52563,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71071,-46.52551,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71065,-46.52548,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71077,-46.52546,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.7108,-46.52552,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71079,-46.52554,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71073,-46.5258,2,0,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71078,-46.52577,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71078,-46.5251,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71095,-46.52503,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71087,-46.52482,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71088,-46.52483,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71089,-46.52477,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71088,-46.52478,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71089,-46.52478,4,0,4.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71088,-46.52479,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
-23.71087,-46.5248,3,0,3.0,2,0.0,0.0,0.0,0.0,0.0,,,,,
